JURISDICTI3,Sample Type,Parameter,LoadsJurs,LoadsPoundsQUns,TotalLoadPounds
MISSION VIEJO,Total,"Benzo[g,h,i]perylene",0.001467089738903576,0.0032135238620761724,0.004680613600979749
LAGUNA WOODS,Total,"Benzo[g,h,i]perylene",1.9902538498896212e-4,0,1.9902538498896212e-4
LAGUNA NIGUEL,Total,"Benzo[g,h,i]perylene",0.001839370321667904,0.018436970229245255,0.02027634055091316
ALISO VIEJO,Total,"Benzo[g,h,i]perylene",5.249579685501041e-4,0.0021698288161672527,0.002694786784717357
RANCHO SANTA MARGARITA,Total,"Benzo[g,h,i]perylene",0.0027424778934990054,0.0014302498275940627,0.004172727721093068
ORANGE CO,Total,"Benzo[g,h,i]perylene",0.006286470683174188,0.007857942857771845,0.014144413540946033
LAGUNA HILLS,Total,"Benzo[g,h,i]perylene",1.0647057839611994e-4,0.004635363534245816,0.004741834112641936
LAKE FOREST,Total,"Benzo[g,h,i]perylene",4.372949836758177e-4,0.0015320280965513602,0.001969323080227178
LAGUNA BEACH,Total,"Benzo[g,h,i]perylene",6.487968970686123e-5,3.2036810788240106e-4,3.852477975892623e-4
SAN JUAN CAPISTRANO,Total,"Benzo[g,h,i]perylene",4.071514591260899e-4,4.3646758537445595e-4,8.436190445005459e-4
DANA POINT,Total,"Benzo[g,h,i]perylene",7.124540249634554e-4,0.0013690649164793455,0.002081518941442801
